b2dcad48-cc22-34e9-8495-248ce6de0133,3,"#
#	Software developer
#	[at] Samozatrudniony(-a)
#	[from] 2012-01-01 [to] 2014-01-01",5
b2dcad48-cc22-34e9-8495-248ce6de0133,4,"#
#	Magento backend developer
#	[at] Baobaz
#	[from] 2014-01-01 [to] 2014-01-01",5
b2dcad48-cc22-34e9-8495-248ce6de0133,5,"#
#	Magento developer / Scrum master
#	[at] JIT Solutions sp. z o.o.
#	[from] 2014-11-01 [to] 2015-11-01",5
b2dcad48-cc22-34e9-8495-248ce6de0133,6,"#
#	PHP Magento Developer / Scrum master
#	[at] LPP S.A.
#	[from] 2015-11-01 [to] 2016-05-01",5
b2dcad48-cc22-34e9-8495-248ce6de0133,7,"#
#	Magento back-end developer
#	[at] Geschenkidee D&A GmbH
#	[from] 2016-05-01 [to] 2017-05-01",5
b2dcad48-cc22-34e9-8495-248ce6de0133,8,"#
#	Senior Software Engineer
#	[at] MONOQI
#	[from] 2017-05-01 [to] 2019-02-01",5
b2dcad48-cc22-34e9-8495-248ce6de0133,9,"#
#	Senior Magento Developer
#	[at] Amorelie
#	[from] 2019-03-01 [to] None",5
b2dcad48-cc22-34e9-8495-248ce6de0133,10,"#
#	Senior Magento Developer
#	[at] Amorelie
#	[from] 2019-03-01 [to] None",5
df22ae00-76ef-36f5-b613-f2a2782abd76,1,"#
#	Intern
#	[at] Mote Marine Laboratory
#	[from] 2007-08-01 [to] 2008-12-01",1
df22ae00-76ef-36f5-b613-f2a2782abd76,2,"#
#	Intern
#	[at] Florida Fish and Wildlife
#	[from] 2008-08-01 [to] 2008-12-01",1
df22ae00-76ef-36f5-b613-f2a2782abd76,3,"#
#	Animal care
#	[at] Save Our Seabirds
#	[from] 2009-06-01 [to] 2011-12-01",1
df22ae00-76ef-36f5-b613-f2a2782abd76,5,"#
#	Gymnastic Coach
#	[at] YMCA Sarasota
#	[from] 2012-01-01 [to] 2013-06-01",1
df22ae00-76ef-36f5-b613-f2a2782abd76,6,"#
#	Veterinary Technician
#	[at] Clark Road Animal Clinic
#	[from] 2013-03-01 [to] None",1
6763ef7a-07bf-3a7d-b532-def3b915eb61,2,"#
#	Researcher
#	[at] SOUTH AFRICAN DEMOCRACY EDUCATION TRUST
#	[from] 2001-01-01 [to] 2005-12-01",3
6763ef7a-07bf-3a7d-b532-def3b915eb61,3,"#
#	Project Manager
#	[at] Robben Island Museum
#	[from] 2005-01-01 [to] 2006-12-01",3
6763ef7a-07bf-3a7d-b532-def3b915eb61,5,"#
#	lecturer
#	[at] University of Fort Hare
#	[from] 2008-07-01 [to] None",3
7472c5e5-e757-3e3d-b2db-1673f9c47449,0,"#
#	Assistant Professor
#	[at] University of Karachi
#	[from] 2013-06-01 [to] 2014-06-01",7
7472c5e5-e757-3e3d-b2db-1673f9c47449,2,"#
#	Assistant Proffesor
#	[at] University of Karachi
#	[from] 2015-07-01 [to] None",7
0605a966-fe7a-3646-8244-53ab21921674,2,"#
#	Research assistant
#	[at] University of Nice
#	[from] 2008-08-01 [to] 2008-09-01",8
0605a966-fe7a-3646-8244-53ab21921674,3,"#
#	Research assistant
#	[at] Aalborg University
#	[from] 2008-10-01 [to] 2008-10-01",8
0605a966-fe7a-3646-8244-53ab21921674,4,"#
#	PhD fellow
#	[at] Aalborg University
#	[from] 2008-11-01 [to] 2011-10-01",8
0605a966-fe7a-3646-8244-53ab21921674,6,"#
#	Research assistant
#	[at] Aalborg University
#	[from] 2011-11-01 [to] 2012-03-01",8
0605a966-fe7a-3646-8244-53ab21921674,7,"#
#	Treasurer
#	[at] Aalborg Kajakklub
#	[from] 2012-02-01 [to] None",8
0605a966-fe7a-3646-8244-53ab21921674,8,"#
#	Assistant professor
#	[at] Aalborg University
#	[from] 2012-04-01 [to] 2014-11-01",9
0605a966-fe7a-3646-8244-53ab21921674,9,"#
#	Associate Professor
#	[at] Aalborg Universitet
#	[from] 2015-12-01 [to] None",9
1f18007a-579f-3abb-8348-a9eadd55e725,2,"#
#	Researcher
#	[at] Center for Social Science Research
#	[from] 2008-11-01 [to] 2009-03-01",7
1f18007a-579f-3abb-8348-a9eadd55e725,3,"#
#	Finance and HR Officer
#	[at] Foodbank South Africa
#	[from] 2009-04-01 [to] 2010-05-01",7
1f18007a-579f-3abb-8348-a9eadd55e725,5,"#
#	Tutor
#	[at] School of Economics, University of Cape Town
#	[from] 2011-07-01 [to] 2011-11-01",7
1f18007a-579f-3abb-8348-a9eadd55e725,6,"#
#	Researcher
#	[at] Southern Africa Labour and Development Research Unit, University of Cape Town
#	[from] 2012-01-01 [to] None",7
265d46f3-4583-3e9b-adaa-0a4c2bb74131,2,"#
#	Corporate Banking Associate
#	[at] Fortis
#	[from] 2005-05-01 [to] 2006-12-01",3
265d46f3-4583-3e9b-adaa-0a4c2bb74131,3,"#
#	Market Analyst
#	[at] Procter & Gamble
#	[from] 2007-03-01 [to] 2012-05-01",3
265d46f3-4583-3e9b-adaa-0a4c2bb74131,4,"#
#	Digital Marketing Manager
#	[at] Procter & Gamble
#	[from] 2012-05-01 [to] None",3
72b6ce90-a159-3b86-9df6-9322ee992a0d,1,"#
#	Research Assistant
#	[at] The University of Tokyo
#	[from] 2011-12-01 [to] 2014-03-01",7
72b6ce90-a159-3b86-9df6-9322ee992a0d,3,"#
#	Webmaster Internship
#	[at] Google
#	[from] 2012-08-01 [to] 2012-11-01",8
72b6ce90-a159-3b86-9df6-9322ee992a0d,4,"#
#	Executive Officer
#	[at] Ohma Inc
#	[from] 2012-12-01 [to] 2014-03-01",8
72b6ce90-a159-3b86-9df6-9322ee992a0d,6,"#
#	UX Engineer
#	[at] Google
#	[from] 2014-04-01 [to] None",9
7525547e-028b-3807-bd78-9aa640f42de0,2,"#
#	Instructor, Mathematics Learning Centre
#	[at] Memorial University of Newfoundland
#	[from] 2001-01-01 [to] 2004-08-01",5
7525547e-028b-3807-bd78-9aa640f42de0,3,"#
#	Methodologist
#	[at] Newfoundland and Labrador Statistics Agency, Government of NL
#	[from] 2004-08-01 [to] 2005-05-01",8
7525547e-028b-3807-bd78-9aa640f42de0,4,"#
#	Statistician, Statistical Consulting and Survey Unit
#	[at] Newfoundland and Labrador Statistics Agency, Government of NL
#	[from] 2005-05-01 [to] 2008-01-01",8
