8bafbc45-c93e-371d-b7a6-c874f73ac481,1,analyst [at] Bennet Distributors/ Spi Group [from] 1996-06-01 [to] None,5
76c15e4c-a2d5-3497-9933-ee04ef1bc75e,0,"MD, neurologist, retired [at] University of Oulu, Finland [from] None [to] None",4
76c15e4c-a2d5-3497-9933-ee04ef1bc75e,1,"MD, neurologist, retired [at] University of Oulu, Finland [from] 2009-01-01 [to] None",4
eee7c600-90a4-3ad8-a0e9-bc30b041a83c,1,Brain Surgeon [at] Tianjin Medical University Cancer Hospital & Institue [from] 1999-07-01 [to] 2001-01-01,7
eee7c600-90a4-3ad8-a0e9-bc30b041a83c,4,SAP Engineering intern [at] The Linde Group [from] 2003-08-01 [to] 2004-12-01,7
eee7c600-90a4-3ad8-a0e9-bc30b041a83c,5,Internet Marketing Analyst [at] Epson America Inc. [from] 2005-05-01 [to] 2006-04-01,7
eee7c600-90a4-3ad8-a0e9-bc30b041a83c,6,"CRM & Direct Marketing Analyst [at] PETCO Animal Supplies, Inc [from] 2006-06-01 [to] 2007-05-01",7
eee7c600-90a4-3ad8-a0e9-bc30b041a83c,7,Senior Manager of Site Analytics [at] eBay [from] 2007-05-01 [to] 2010-04-01,8
eee7c600-90a4-3ad8-a0e9-bc30b041a83c,8,"Senior Data Scientist, Business Analytics [at] LinkedIn [from] 2010-04-01 [to] 2010-11-01",8
eee7c600-90a4-3ad8-a0e9-bc30b041a83c,9,"Team Lead Data Scientist, Business Analytics [at] LinkedIn [from] 2010-12-01 [to] 2011-03-01",8
eee7c600-90a4-3ad8-a0e9-bc30b041a83c,10,"Sr. Manager, Business Analytics [at] LinkedIn [from] 2011-03-01 [to] 2012-03-01",8
eee7c600-90a4-3ad8-a0e9-bc30b041a83c,11,"Director, Business Analytics [at] LinkedIn [from] 2012-04-01 [to] 2013-09-01",8
eee7c600-90a4-3ad8-a0e9-bc30b041a83c,12,"Sr. Director, Business Analytics [at] LinkedIn [from] 2013-10-01 [to] 2015-02-01",8
eee7c600-90a4-3ad8-a0e9-bc30b041a83c,13,CEO & Cofounder [at] GrowingIO [from] 2015-05-01 [to] None,8
11abeb62-cb93-35d0-ad6a-7e6a4bc7484c,1,PhD student [at] University of Michigan [from] 2015-01-01 [to] 2017-01-01,6
6913dca6-8aa9-3fb2-9b7d-83760cd6992e,2,TELECOMMUNICATIONS OFFICER [at] B.T. Telecommunications [from] 1974-08-01 [to] 1976-03-01,1
6913dca6-8aa9-3fb2-9b7d-83760cd6992e,4,Micro Filmist [at] Micro film Services Ltd [from] 1989-07-01 [to] 1992-02-01,1
6913dca6-8aa9-3fb2-9b7d-83760cd6992e,6,Healer/Indian Head Massage [at] Alternative Therapy [from] 1997-05-01 [to] None,0
71b18ea9-ba76-34d4-8243-b9b34dbae478,0,Coordinadora de proyectos académicos [at] I.E. Santo Tomás de Aquino [from] 2010-01-01 [to] 2012-12-01,2
71b18ea9-ba76-34d4-8243-b9b34dbae478,2,VECP [at] SUNAT [from] 2013-01-01 [to] 2014-03-01,2
71b18ea9-ba76-34d4-8243-b9b34dbae478,3,Analista de investigación de Mercado [at] Arellano Marketing [from] 2014-09-01 [to] 2016-03-01,2
71b18ea9-ba76-34d4-8243-b9b34dbae478,6,Analista de Estrategias y Políticas de Riesgos [at] Interbank [from] 2016-03-01 [to] None,3
67199678-3026-3a11-92ac-9976ab6334cc,0,Student [at] CUNY New York City College of Technology [from] None [to] None,0
73cb065a-d09a-369a-9140-346af7fd0166,6,Co-Founder and Director [at] Environmental Research Group Oxford Limited [from] 1985-01-01 [to] 2006-01-01,6
73cb065a-d09a-369a-9140-346af7fd0166,7,Chief Technical Adviser [at] Food and Agriculture Organisation of the United Nations [from] 2006-06-01 [to] 2008-06-01,6
73cb065a-d09a-369a-9140-346af7fd0166,9,"Regional Project Coordinator, Environmental Animal Health Management Initiative [at] Food and Agriculture Organisation of the United Nations [from] 2009-06-01 [to] 2013-05-01",6
73cb065a-d09a-369a-9140-346af7fd0166,10,"Consultant, Global Strategy to Improve Agricultural and Rural Statistics [at] Food and Agriculture Organisation of the United Nations [from] 2013-05-01 [to] 2013-12-01",7
73cb065a-d09a-369a-9140-346af7fd0166,11,Freelance Consultant [at] Self-employed [from] 2014-01-01 [to] None,7
cee6009c-7512-309a-8b41-5d591ed607ae,0,handy man [at] where ever i can [from] 1992-01-01 [to] None,0
cee6009c-7512-309a-8b41-5d591ed607ae,1,Roofing [at] Bow's Roofing [from] 2000-04-01 [to] 2011-12-01,0
f8b15891-fffc-3d23-9910-b99197e2cd36,2,Corporal in the cavalry [at] Norwegian Armed Forces [from] 2007-07-01 [to] 2008-06-01,0
f8b15891-fffc-3d23-9910-b99197e2cd36,4,Banking assistant [at] Nordea Bank Norway ASA [from] 2009-07-01 [to] 2010-08-01,3
f8b15891-fffc-3d23-9910-b99197e2cd36,7,Summer Intern [at] Beaufort International Associates Limited [from] 2012-07-01 [to] 2012-08-01,4
f8b15891-fffc-3d23-9910-b99197e2cd36,8,Business Analyst [at] Marketing Productivity Group [from] 2012-10-01 [to] 2013-05-01,4
f8b15891-fffc-3d23-9910-b99197e2cd36,10,Group Leader [at] Econa [from] 2013-06-01 [to] 2013-11-01,6
f8b15891-fffc-3d23-9910-b99197e2cd36,11,"Analyst/Underwriter, P&C and Reinsurance (fagansvarlig) [at] Protector Forsikring ASA [from] 2015-06-01 [to] None",6
779bb76a-fd87-374b-a583-9cef0a55377b,4,Trainee [at] Royal Danish Embassy in Greece [from] 2012-02-01 [to] 2012-08-01,3
779bb76a-fd87-374b-a583-9cef0a55377b,5,Student Assistant [at] FOA [from] 2013-03-01 [to] 2014-06-01,3
779bb76a-fd87-374b-a583-9cef0a55377b,6,Consultant and Project Manager [at] FOA [from] 2014-07-01 [to] 2018-02-01,3
779bb76a-fd87-374b-a583-9cef0a55377b,8,"Consultant, Financial Services Team [at] Wilke [from] 2018-03-01 [to] 2019-02-01",3
779bb76a-fd87-374b-a583-9cef0a55377b,9,Management consultant [at] PERSONAE – make it personal [from] 2019-02-01 [to] None,3
d38daef9-e15c-35cd-bb68-e560cbe96d26,0,Manager [at] Safeway [from] 1972-01-01 [to] 1993-01-01,0
d38daef9-e15c-35cd-bb68-e560cbe96d26,2,REALTOR [at] Polley Polley & Madsen Realtors [from] 1994-01-01 [to] 1998-01-01,0
d38daef9-e15c-35cd-bb68-e560cbe96d26,4,Branch Manager [at] Coldwell Banker [from] 2001-03-01 [to] None,0
149ab4d6-2183-3012-bba6-29da048b4e85,3,Business Development Intern [at] eBay Advertising Group Deutschland [from] 2010-10-01 [to] 2011-03-01,5
149ab4d6-2183-3012-bba6-29da048b4e85,4,Consultant Commercial Operations [at] eBay Advertising Group Deutschland [from] 2011-04-01 [to] 2011-08-01,5
149ab4d6-2183-3012-bba6-29da048b4e85,5,Junior Business Analyst [at] Audible (an Amazon Company) [from] 2011-08-01 [to] 2012-09-01,5
149ab4d6-2183-3012-bba6-29da048b4e85,6,Business Analyst [at] Audible (an Amazon Company) [from] 2012-10-01 [to] 2014-03-01,6
149ab4d6-2183-3012-bba6-29da048b4e85,7,Manager Business Analytics [at] Audible (an Amazon Company) [from] 2014-04-01 [to] 2015-11-01,6
149ab4d6-2183-3012-bba6-29da048b4e85,8,Senior Manager Business Analytics [at] Manor AG [from] 2015-12-01 [to] 2017-02-01,6
149ab4d6-2183-3012-bba6-29da048b4e85,9,Senior Marketing Analyst [at] eBay Kleinanzeigen [from] 2017-03-01 [to] None,6
99e2f436-ace6-3ea3-aedc-a475a34db32f,2,"Science Teacher [at] Government Girls Senior Secondary School, Kano [from] 2013-12-01 [to] None",3
